15
0
2
1
8
0
8
17
1
3
25
3
6
21
3
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
40
50
57
35
6
55
40
67
0
50
8
5
3
3
3
0
15
15
8
0
3
3
94
8
3
0
3
13
1
